XID	Statistic
CE_791.54567_4.1	2.900453327
CE_793.71525_8.24	4.312471039
CE_799.60956_5.77	1.122114222
CE_807.57669_4.35	0.596966312
CE_813.62465_6.08	0.542213649
CE_819.61394_5.5	1.59998346
CE_823.64366_6.37	0.731006678
CE_831.57637_4.17	0.281143295
CE_835.6076_5.08	5.756961951
CE_841.65487_6.62	7.425968732
CE_847.60878_4.76	1.047524407
CE_855.57725_3.78	0.940234306
CE_859.60738_4.89	6.500312917
CE_863.63971_6.01	7.815308569
CE_869.68712_7.07	5.305394801
CE_879.82562_9.6	0.077077367
CE_886.55648_4.49	0.28233244
CE_891.82525_9.49	0.295743019
CE_901.56689_4.05	1.236358775
CE_907.76227_8.06	0.113736859
CE_919.76298_8.08	0.898244948
CE_925.80955_8.83	1.417790389
CE_943.85626_9.49	0.164292171
Cer_203.11568_0.8	4.302770657
Cer_315.24068_0.96	1.538583568
Cer_367.27194_1.14	6.412289035
Cer_395.30281_1.58	10.07160415
Cer_413.35001_2.17	11.71669877
Cer_441.34481_1.76	14.00392635
Cer_465.38126_2.46	1.763601967
Cer_495.33216_1.97	4.087246696
Cer_519.50083_5.06	8.714442691
Cer_539.52761_5.38	5.053547735
Cer_565.54308_6.01	5.730487056
Cer_594.52174_6.61	6.140261434
Cer_616.5064_5.37	8.747146969
Cer_637.63727_7.26	2.022099696
Cer_659.54902_5.86	5.659555885
Cer_670.56884_8.83	0.598242562
Cer_689.61907_9.47	0.577980333
Cer_715.55127_4.73	2.606996511
Cer_726.56737_3.78	0.778955816
Cer_731.54588_4.27	1.352665685
Cer_743.54749_4.54	2.687625859
Cer_747.57794_5.43	3.851344912
Cer_753.53087_3.66	0.59242208
Cer_767.5445_4.72	0.205407822
Cer_770.63098_5.62	0.488801671
Cer_775.61051_5.37	0.156644586
Cer_783.57675_4.63	0.066510984
Cer_787.60963_5.97	1.18971418
Cer_791.54577_4.29	2.441818061
Cer_795.57742_4.56	1.11660319
Cer_799.60958_5.56	1.54999663
Cer_807.5767_4.62	0.650251232
Cer_817.59727_4.64	2.725922318
Cer_819.61456_4.89	1.697712546
Cer_823.64396_6.58	4.135488919
Cer_831.57655_4.73	1.733120568
Cer_835.60776_5.18	1.015975454
Cer_841.65566_6.78	1.642460598
Cer_847.6453_5.85	2.711616839
Cer_855.67035_6.94	1.467462428
Cer_859.60747_4.51	2.39093742
Cer_863.78382_8.93	0.463301236
Cer_869.74715_8.09	2.093662857
Cer_880.75191_8.33	3.004284096
Cer_887.79422_8.88	0.426813253
Cer_893.68659_7.01	6.946921557
Cer_901.56691_3.84	0.197841726
Cer_909.77703_8.35	0.460116708
Cer_919.76309_7.91	0.474674249
Cer_927.81567_8.83	1.292110675
Cer_947.8875_9.78	0.060831493
DG_217.13125_0.82	12.88605665
DG_331.23538_0.89	3.442210178
DG_369.28766_1.33	9.571865206
DG_395.30334_1.42	10.75448733
DG_415.32939_1.64	12.14026143
DG_441.38129_2.44	8.879426069
DG_467.30104_1.6	3.183821031
DG_507.33215_1.94	2.720197132
DG_521.34804_2.13	3.954763106
DG_541.31441_1.55	0.67442451
DG_567.33198_1.75	2.353269157
DG_603.42595_2.77	1.758029293
DG_619.58991_6.67	12.24260397
DG_639.57976_6.94	9.335358024
DG_661.56385_6.61	8.443697499
DG_672.52054_3.11	1.837141036
DG_700.55218_3.62	0.813439697
DG_716.5827_4.54	0.603383705
DG_727.51507_3.46	1.554427584
DG_732.61429_5.3	0.423802456
DG_743.58215_4.96	4.603800653
DG_747.61416_6.51	2.273119552
DG_754.59821_4.35	0.532495667
DG_767.54599_5.01	0.008720624
DG_770.63102_5.4	2.95279369
DG_775.64494_6.92	2.909417141
DG_783.57751_3.87	0.771754475
DG_787.60964_6.59	1.009998427
DG_791.54606_3.81	0.034726711
DG_795.57767_4.72	2.6301482
DG_799.6444_6.82	1.319332528
DG_807.57672_4.49	0.300482576
DG_817.59727_5.32	0.576677582
DG_819.73128_8.29	3.43584545
DG_823.76268_9.08	1.089676045
DG_831.73116_8.1	2.526228022
DG_835.60796_5.49	2.050444846
DG_842.72376_7.29	2.374725011
DG_847.64556_6.43	1.43040289
DG_856.75221_8.68	1.735703667
DG_859.76278_8.48	1.58231387
DG_863.79358_9.26	0.498735766
DG_871.7027_7.3	7.178486472
DG_880.75225_8.54	0.593362133
DG_887.79429_8.8	0.328518401
DG_893.73896_7.76	1.200865893
DG_901.80005_8.84	0.078029221
DG_910.55566_4.32	0.668410943
DG_919.85657_9.63	0.130812338
DG_929.84051_9.39	0.490216227
DG_951.82403_8.91	0.285730841
PC_231.14685_0.82	15.20551195
PC_339.2406_0.99	5.406713933
PC_371.30319_1.57	11.40230481
PC_397.31882_1.89	12.05060999
PC_421.31879_1.59	10.81530857
PC_445.31889_1.53	3.978422078
PC_467.39708_2.49	2.929941805
PC_509.34813_2.24	2.083878717
PC_523.36364_2.32	1.233916717
PC_543.33212_1.81	2.843976014
PC_567.55933_6.32	4.841637508
PC_605.44197_3.15	2.29978371
PC_619.59001_6.77	13.41453927
PC_640.50589_5.15	8.818156412
PC_661.56391_6.47	1.210646696
PC_672.58462_9.21	0.341308281
PC_702.56722_4.16	1.784347423
PC_717.53063_3.94	0.803856486
PC_727.51508_3.67	5.595166283
PC_733.56146_4.21	4.53313238
PC_743.58285_5.5	2.932998741
PC_749.53541_4.92	3.718053529
PC_755.54622_3.83	0.295155051
PC_767.54662_3.97	0.257113706
PC_771.57792_4.85	0.967158597
PC_779.5456_4.13	1.52510902
PC_783.5802_5.19	0.056617356
PC_788.67751_6.79	2.155594032
PC_791.58241_4.24	2.05773626
PC_795.73096_8.65	2.170935058
PC_799.64474_6.66	5.326058001
PC_809.59383_5.12	0.043521571
PC_817.71552_7.93	3.882201903
PC_821.59236_4.74	0.190749489
PC_824.67713_6.43	1.952247127
PC_832.75254_9.06	1.23074091
PC_835.76265_8.84	1.274889539
PC_843.72173_7.79	3.100824855
PC_847.7629_8.62	1.3370245
PC_857.59194_4.27	2.269859226
PC_861.62429_5.45	1.770415315
PC_863.79365_9.18	1.791599307
PC_871.76318_8.56	2.017847174
PC_881.74716_8.03	1.412187812
PC_888.57243_4.8	1.100328458
PC_895.75362_7.8	2.265796435
PC_901.80893_9.01	0.777487112
PC_911.79294_8.53	0.341446008
PC_921.77764_7.96	1.407234823
PC_931.85697_9.56	1.091038709
PC_951.82404_8.81	1.024036591
PE_245.16247_0.83	16.08301995
PE_341.25635_1.05	6.294992041
PE_383.26677_0.99	8.832682665
PE_397.31883_1.69	11.90657831
PE_423.33409_1.98	12.01637371
PE_447.33376_1.76	12.43533394
PE_479.30081_2.16	5.630784143
PE_509.34819_2.18	0.868590624
PE_523.36365_2.38	3.023383656
PE_545.34832_2	3.892661118
PE_569.34736_1.88	2.492143049
PE_607.45736_3.62	0.253187298
PE_620.53741_6.62	6.36251027
PE_645.60563_6.72	15.16877031
PE_661.6372_7.13	10.9788107
PE_673.63694_7.03	13.27164622
PE_703.51498_3.65	1.936231326
PE_717.5311_5.24	5.903089987
PE_727.55123_5.96	4.031050319
PE_733.56208_4.98	5.886056648
PE_744.61472_5.42	1.231513573
PE_749.53543_4.79	2.00171123
PE_755.54631_4.09	6.344861565
PE_767.54688_5.35	13.27736608
PE_771.61426_5.92	2.225485954
PE_779.54581_3.88	0.173297789
PE_784.64613_5.86	4.437707136
PE_789.56471_4.46	2.119949722
PE_791.58267_4.6	2.394522887
PE_797.59241_4.86	0.605023711
PE_800.6774_6.82	1.094003716
PE_810.66081_5.99	1.926805061
PE_819.57063_5.02	0.179733442
PE_821.747_8.64	2.278027235
PE_825.56384_5.96	1.276465587
PE_833.59282_4.47	2.681861296
PE_837.62504_6.08	1.196785583
PE_843.73132_7.98	3.414854107
PE_847.76292_8.7	2.609984416
PE_857.59201_4.78	0.06276102
PE_861.62437_5.86	2.328476252
PE_865.65542_6.72	4.465973894
PE_871.76537_7.96	1.324988269
PE_882.76636_8.66	1.713480861
PE_888.57245_5.07	3.808241679
PE_895.76309_8.03	2.295122691
PE_901.80911_9.09	0.414035124
PE_912.57163_4.51	1.520121437
PE_921.77796_8.2	0.201509778
PE_941.7474_7.57	2.246686486
PE_955.85617_9.39	1.725822492
PI_247.14176_0.82	7.425968732
PI_343.27186_1.09	0.852586313
PI_383.3031_1.51	6.274088368
PI_399.33448_2	11.27490548
PI_423.3341_1.79	11.69036983
PI_449.34999_1.94	10.26600071
PI_481.31616_1.84	3.469119288
PI_509.44429_2.97	6.512861625
PI_535.36351_2.28	1.486864031
PI_547.36354_2.2	3.983296683
PI_571.36296_2.11	2.162972783
PI_607.45737_3.77	0.54115361
PI_621.60559_7.01	14.02456819
PI_647.62098_6.97	14.8068754
PI_663.57991_6.69	8.821023053
PI_674.53619_3.54	0.897006063
PI_704.58242_4.45	0.355928364
PI_717.56699_4.76	3.233500154
PI_728.58227_4.28	0.177654219
PI_737.53461_4.74	2.070525795
PI_745.56247_6.17	8.224025669
PI_751.55189_5.79	3.121535655
PI_756.6143_5.14	2.905776661
PI_769.56106_5.45	0.859210385
PI_772.64598_6.38	0.893515371
PI_779.54607_3.56	0.54041545
PI_784.64613_6.11	1.461852639
PI_789.56626_4.14	4.076755981
PI_791.69991_7.94	7.195179321
PI_797.59243_5.04	1.552792772
PI_801.62481_6.4	0.955915021
PI_811.6097_5.51	0.743582557
PI_819.57611_4.87	0.586167821
PI_823.60786_4.54	0.27719445
PI_826.69165_6.82	1.366863118
PI_833.59382_4.91	1.352642032
PI_837.62518_5.77	2.482361585
PI_845.59232_4.52	0.365945493
PI_851.79371_9.42	0.515818769
PI_857.5922_4.17	0.382193387
PI_861.62466_5.16	4.316052869
PI_865.65582_6.43	1.342416465
PI_877.5677_4.04	1.80814199
PI_883.76142_8.16	1.37377851
PI_889.7993_8.84	0.33261327
PI_895.76386_7.85	0.785090173
PI_903.8148_9.16	0.843191982
PI_915.67022_6.58	9.8569852
PI_921.77798_8.38	0.931822264
PI_941.83977_9.37	0.136613676
PI_957.87222_9.57	1.79074953
SM_259.17807_0.85	0.283380526
SM_343.27199_1.18	6.438898616
SM_385.28246_1.09	11.4225082
SM_411.29817_1.15	10.1426675
SM_425.34981_2.07	12.91009489
SM_451.36562_2.14	7.248720896
SM_481.31631_2.41	8.521433504
SM_511.46005_3.52	1.806857195
SM_537.37907_2.48	2.874643673
SM_549.37842_2.4	4.448550002
SM_577.4103_2.72	1.85989797
SM_607.59016_6.86	8.690369833
SM_623.62164_7.11	3.16282459
SM_648.58459_9.44	0.056049505
SM_663.59512_9.1	0.390776266
SM_683.54881_5.59	2.92352923
SM_713.61134_8.96	0.678074518
SM_717.56742_5.44	4.886056648
SM_729.53078_3.77	0.800983798
SM_739.51501_4.49	6.987162775
SM_745.56278_4.65	0.798057436
SM_751.5519_5.49	4.434152181
SM_757.5622_4.42	1.760415057
SM_769.56148_4.14	1.695433887
SM_773.59368_5.5	0.961923452
SM_781.56159_3.71	0.237740463
SM_785.59397_5.06	0.401777097
SM_789.6235_5.86	3.068099415
SM_793.59823_5.24	1.088537501
SM_797.62956_6.11	3.248195287
SM_803.58098_6.67	4.318758763
SM_812.67716_6.73	1.076984663
SM_819.57664_4.14	0.796068637
SM_823.6087_5.05	1.846507395
SM_828.70831_7.06	0.965027188
SM_833.74537_8.49	2.343745078
SM_837.7781_9.28	0.525339606
SM_845.74744_8.29	2.516794679
SM_852.721_8.08	2.089953794
SM_857.74717_8.16	2.675548182
SM_861.77845_8.82	0.816770666
SM_865.80969_9.5	0.041884511
SM_877.80996_9.41	0.602907837
SM_884.54053_3.84	0.221248667
SM_889.80915_9.24	0.604025323
SM_897.77881_8.09	1.0079009
SM_903.82523_9.39	0.338223372
SM_915.73152_7.49	1.698795366
SM_923.79358_8.62	0.55414055
SM_941.84015_9.45	0.100518781
SM_959.88749_9.71	0.664142802
TG_287.20925_0.88	1.59978311
TG_350.24543_1.18	5.575118363
TG_385.31849_1.78	13.31336373
TG_411.33427_1.88	11.97061622
TG_427.36577_2.31	7.432973634
TG_453.28492_2.1	9.232102384
TG_483.4286_2.99	1.62049033
TG_517.31671_1.62	1.701032473
TG_537.37925_2.54	2.572565828
TG_551.39475_2.67	0.586803503
TG_579.42619_3.18	1.132252703
TG_609.53249_5.92	5.055517328
TG_635.48842_4.52	1.102726882
TG_649.63729_7.31	13.01818139
TG_663.6528_7.4	8.752026734
TG_687.59541_8.83	0.321122753
TG_713.61162_9.06	0.240065676
TG_719.54616_4.56	5.444905551
TG_729.53105_4.1	1.198742431
TG_741.53044_3.74	0.446939279
TG_745.59895_5.61	4.399027104
TG_752.58059_4.98	0.702096561
TG_758.63058_5.92	1.966773692
TG_769.56162_5.71	7.493494968
TG_773.6296_6.57	3.278464718
TG_781.56199_3.95	2.530317128
TG_785.59397_5.27	1.415894792
TG_789.62456_6.63	0.491315573
TG_793.59828_5.57	1.797336121
TG_798.6618_6.31	1.660717658
TG_805.56187_3.84	1.135480571
TG_812.67722_6.6	2.65330833
TG_819.57666_4.51	1.158332553
TG_823.60878_5.4	1.724050506
TG_828.70833_7.13	0.015839368
TG_833.74555_8.61	1.828586936
TG_838.69186_6.69	5.179798541
TG_847.60823_5.18	0.521528169
TG_853.56227_3.57	0.592889603
TG_858.52532_3.8	0.307703703
TG_861.77866_8.92	0.856468656
TG_867.67126_6.74	10.54515514
TG_878.73655_8.21	1.078367932
TG_885.77844_8.51	0.870062392
TG_891.67085_6.67	12.23210238
TG_899.79568_8.39	1.50610939
TG_905.83992_9.49	1.015032184
TG_917.74712_7.68	1.313283769
TG_923.79359_8.52	0.197157653
TG_943.7632_7.96	1.003458213
TG_961.90384_9.88	0.025992673
