XID	Statistic
C06976	0.103059665
C11015	0.103087707
C07480	0.103243534
C13877	0.103707445
C16332	0.103840423
C03969	0.103954042
C18621	0.104391545
C11750	0.104423136
C13104	0.104464021
C11309	0.105013557
C00152	0.105087275
C00104	0.105438297
C14308	0.106024142
C07041	0.106551045
C01010	0.107561939
C01346	0.107649048
C18974	0.108134088
C08281	0.108567119
C01485	0.108640281
C20702	0.109202564
C01024	0.109238337
C19989	0.109498709
C02462	0.109644255
C08160	0.110351907
C11686	0.110482214
C04351	0.110517481
C09375	0.110655202
C18480	0.111439846
C01464	0.111542906
C12835	0.111653538
C07931	0.11244732
C15052	0.112496659
C03630	0.112651088
C18600	0.112756714
C19224	0.114414403
C15104	0.114523139
C13963	0.114958099
C19062	0.115831588
C01877	0.116287134
C00033	0.116390983
C19809	0.116606087
C15792	0.117096852
C01879	0.117201355
C05147	0.117689623
C15955	0.118518242
C00065	0.119373281
C13034	0.119394994
C06848	0.119716137
C20764	0.120172262
C03753	0.12049177
C08331	0.121047885
C19054	0.121062224
C18760	0.121326733
C10938	0.121861431
C19521	0.122931338
C18421	0.123155438
C14305	0.123226885
C09042	0.123252132
C18303	0.123305811
C11582	0.123969501
C14714	0.124546684
C17161	0.124634632
C19496	0.124857956
C13967	0.125160922
C16395	0.125358851
C18309	0.125667645
C01155	0.126466745
C00180	0.126467899
C00114	0.126967634
C08458	0.127488958
C00984	0.127735862
C03066	0.127767728
C03219	0.127848143
C11090	0.128065842
C12836	0.128658814
C07636	0.129755749
C06368	0.130207735
C08941	0.13352715
C06678	0.133608009
C14266	0.134257012
C18759	0.13427657
C07414	0.135117457
C03184	0.135731708
C18514	0.136000132
C14829	0.136164319
C14689	0.138128957
C14100	0.139061729
C16918	0.139336836
C05416	0.139342221
C15440	0.139633992
C00245	0.139713016
C17468	0.140113203
C19109	0.140136209
C13974	0.140533847
C12560	0.140564221
C13693	0.140944223
C16462	0.141481824
C04114	0.141696705
C13748	0.142338522
C13383	0.142352345
C02924	0.14315935
C02595	0.143464451
C03298	0.143629595
C17984	0.144004985
C09573	0.144325586
C05825	0.144334513
C02227	0.144418508
C13964	0.144656241
C08462	0.14474748
C10821	0.1447995
C00370	0.145157273
C00785	0.145314299
C06981	0.145643321
C17309	0.145684653
C08734	0.146700086
C14828	0.147026175
C07400	0.147197965
C00719	0.147310833
C18982	0.147907245
C13831	0.148007867
C17751	0.148130864
C20367	0.14844432
C15516	0.14854187
C02999	0.149116516
C08211	0.149440542
C12384	0.149992551
C11536	0.150189509
C12331	0.151145085
C18702	0.151501849
C00763	0.151639626
C00252	0.151747414
C19400	0.152628438
C03312	0.153945874
C01165	0.154117686
C18929	0.155718733
C04100	0.156476257
C01906	0.157031683
C00716	0.157106132
C19406	0.157658061
C06536	0.158089615
C06151	0.158955228
C07771	0.159582495
C10072	0.159762235
C09229	0.159828954
C05031	0.159874062
C18554	0.160252518
C20339	0.160424732
C03003	0.160518509
C03918	0.162124086
C16436	0.162815471
C16745	0.16305331
C03758	0.163076267
C07452	0.163256513
C10576	0.163898182
C17608	0.164710419
C13482	0.164721878
C13875	0.164831131
C18958	0.166007294
C01948	0.166098117
C10912	0.166115422
C11719	0.166293296
C00102	0.166438021
C10054	0.166467159
C18320	0.166755287
C06677	0.167101721
C12876	0.167712236
C04437	0.168652371
C05944	0.168803805
C07330	0.168880304
C15733	0.169060103
C20310	0.16941023
C19329	0.170285555
C14113	0.170348618
C16070	0.170412507
C11010	0.170750344
C11279	0.17127518
C06329	0.171319397
C02237	0.171717936
C00164	0.172290821
C07457	0.172446631
C11761	0.172478462
C19088	0.172558077
C07645	0.173133683
C05283	0.173277018
C14743	0.173472088
C06320	0.173964786
C14455	0.174337679
C08326	0.174859788
C18672	0.175635272
C06464	0.175779067
C00380	0.175926391
C12177	0.176156011
C16825	0.176267829
C14445	0.176443567
C07384	0.176983212
C19261	0.177456996
C11040	0.177822455
C08305	0.177831072
C06323	0.178065911
C07657	0.178462716
C02659	0.178943885
C16506	0.179019239
C07458	0.179158517
C00318	0.17949898
C09098	0.17997338
C00571	0.180341442
C10129	0.181149316
C05702	0.181838509
C03277	0.182905662
C00261	0.183099087
C00968	0.183612984
C18164	0.183618242
C01005	0.183870511
C11038	0.183990209
C06559	0.184014491
C04461	0.185413671
C07017	0.185425926
C15080	0.185513379
C12832	0.185607302
C00135	0.187588515
C18036	0.188007379
C19395	0.188846764
C07294	0.189570774
C10136	0.189795345
C09996	0.19013842
C08187	0.190287873
C18095	0.190518888
C10727	0.190737898
C14620	0.190829144
C04036	0.191148049
C05100	0.191666058
C00506	0.191932834
C19602	0.192051614
C06969	0.192101215
C11067	0.192234923
C07870	0.192265612
C06152	0.192397479
C11219	0.192521314
C14981	0.193489237
C16281	0.194618428
C01934	0.195334516
C02277	0.195459877
C00579	0.195614617
C04670	0.19623301
C08126	0.196409018
C18747	0.196501015
C20325	0.196543383
C16201	0.197018229
C17502	0.197024468
C17241	0.197506847
C06634	0.197710194
C02827	0.197726668
C06558	0.19807007
C01269	0.198740515
C16216	0.198998463
C00388	0.199076396
C18754	0.19920255
C07651	0.199434882
C03738	0.199519217
C16435	0.200400392
C08007	0.200799855
C15249	0.201963052
C11993	0.202310473
C18667	0.202688216
C06940	0.202849257
C11488	0.203695552
C01181	0.203775976
C16308	0.203818108
C08476	0.204598323
C11702	0.204725543
C06587	0.205631858
C20670	0.205634441
C18793	0.205644082
C05931	0.205865551
C06605	0.20645613
C16473	0.206480993
C02990	0.206661445
C09694	0.206752233
C00247	0.207532258
C16326	0.207568663
C16527	0.210178072
C01892	0.210629465
C19348	0.210968229
C06467	0.211114334
C11803	0.211320983
C10922	0.211594238
C19350	0.211598242
C11108	0.212291828
C16873	0.212963239
C10291	0.213481292
C20466	0.214296904
C01420	0.215142851
C02454	0.215358335
C19844	0.215579822
C06121	0.216853954
C00792	0.217039359
C07355	0.218425159
C05204	0.21843328
C06999	0.218785784
C16615	0.218910814
C02734	0.21949125
C02057	0.220165
C07471	0.220852008
C15211	0.221179844
C19332	0.221304736
C20385	0.222138058
C15450	0.223005765
C07395	0.223161826
C13709	0.223195926
C18513	0.223298716
C02782	0.223500484
C19028	0.223556864
C07188	0.223710242
C01029	0.225477237
C18170	0.225555955
C04333	0.225867881
C18779	0.226386779
C00082	0.226582833
C14332	0.22659226
C17227	0.226857578
C03139	0.227166213
C01799	0.227773368
C10864	0.228733918
C10368	0.229694289
C06108	0.230654264
C14352	0.230857241
C06502	0.231410993
C17859	0.232212001
C00955	0.232693506
C14264	0.233500979
C05903	0.233519163
C04020	0.233603599
C00267	0.233653146
C17975	0.235148704
C18731	0.235397062
C05349	0.235843913
C03360	0.235859596
C04873	0.236972146
C07350	0.237432305
C19310	0.237616497
C19046	0.238040743
C01279	0.238182007
C16235	0.238358008
C03413	0.239132066
C02328	0.239251023
C15347	0.239364634
C10743	0.24021567
C19349	0.240423131
C02502	0.240804965
C03232	0.242206057
C10751	0.242373314
C14611	0.24374451
C06442	0.244537038
C14667	0.244705339
C06636	0.244848711
C03284	0.245307263
C05715	0.246019542
C08338	0.246133099
C03793	0.246425481
C11988	0.24695193
C02740	0.247186759
C16977	0.247218712
C14194	0.247474157
C01606	0.248061162
C16508	0.248343143
C00159	0.248465038
C07527	0.249366689
C11196	0.250713096
C15056	0.251375858
C04431	0.252414406
C02078	0.252844535
C02728	0.253104904
C06465	0.2537794
C00077	0.253875733
C15794	0.254270755
C01844	0.254291974
C01109	0.254522014
C05936	0.255170676
C06838	0.256945429
C16364	0.257068892
C13764	0.257362156
C08633	0.257857392
C10812	0.257972493
C01457	0.258608238
C17661	0.258731207
C01601	0.25921943
C11146	0.259620707
C04015	0.260467964
C15299	0.26172327
C13846	0.262104838
C14790	0.262573578
C07485	0.263018296
C03671	0.26313259
C18590	0.263452366
C18945	0.263801076
C15140	0.264781366
C05476	0.265178418
C14268	0.265359659
C02934	0.265794539
C01234	0.265937819
C00239	0.266262906
C12989	0.26644306
C02636	0.266449526
C20278	0.266571622
C12621	0.266795908
C16260	0.268719456
C02376	0.269010027
C15707	0.269047707
C04045	0.269180086
C19204	0.272003506
C10989	0.272227584
C00437	0.273917178
C01289	0.274878158
C07643	0.276185441
C14674	0.276207451
C01961	0.27693246
C19663	0.279201433
C03789	0.279279627
C01008	0.279540052
C05699	0.281368083
C19043	0.282127209
C17103	0.283194412
C19032	0.283696205
C04052	0.284101114
C15752	0.284164216
C13945	0.284416613
C04862	0.285790816
C16794	0.286487351
C19398	0.286675765
C08263	0.286900497
C13844	0.28741114
C11323	0.28758099
C10778	0.288340992
C16258	0.288709914
C03077	0.288971186
C20543	0.289582426
C08630	0.289647953
C09412	0.290035134
C01133	0.290175247
C10130	0.291229053
C02083	0.291304393
C09822	0.291468169
C06575	0.292509794
C07113	0.292780333
C13728	0.293334402
C14043	0.293337405
C06326	0.293353551
C19355	0.29371118
C10742	0.293825233
C18662	0.294152972
C09948	0.294321725
C11725	0.29504853
C01486	0.295334086
C07966	0.296095272
C20587	0.296502607
C01683	0.296506654
C01720	0.2981474
C05003	0.298182679
C16893	0.298881367
C04404	0.299361692
C16696	0.299633226
C00328	0.299712136
C17875	0.299902289
C00481	0.300245032
C18253	0.300657763
C07255	0.300729959
C04322	0.300910019
C00764	0.301409347
C06804	0.301566522
C18032	0.301812391
C08503	0.302015774
C10579	0.302091126
C19069	0.302909066
C02140	0.303257125
C06689	0.303326831
C14382	0.303659357
C11764	0.303883838
C19614	0.304399208
C18588	0.304430785
C17708	0.304666599
C08893	0.304861882
C11261	0.304863479
C02886	0.305112283
C08493	0.305229249
C13889	0.30543457
C17166	0.307533924
C19545	0.307569443
C10906	0.307856919
C05952	0.308249038
C17257	0.308586484
C01677	0.309670363
C06641	0.310083278
C19065	0.310442206
C07459	0.31092627
C17687	0.311204699
C08285	0.313082054
C15127	0.313687087
C18460	0.314038516
C13733	0.314044293
C19915	0.314435844
C07999	0.314905668
C12079	0.315427096
C03126	0.315720229
C05406	0.315811434
C09020	0.316036865
C09100	0.316041742
C02838	0.316310355
C15027	0.316526357
C09261	0.31687741
C05465	0.317441523
C04477	0.318080292
C08706	0.318548731
C08306	0.31921522
C05963	0.31968214
C20234	0.320354875
C11107	0.321547312
C11184	0.321945642
C14860	0.322004682
C05463	0.322016816
C05682	0.322320935
C16993	0.322352357
C11805	0.322499078
C05280	0.32285428
C07615	0.322917117
C07666	0.323790758
C03017	0.324276229
C01607	0.324948127
C07546	0.325490198
C03343	0.325671878
C08295	0.326009934
C19426	0.326078469
C20512	0.326831802
C15515	0.32774215
C03007	0.328145225
C18751	0.328248062
C10971	0.329115825
C18872	0.329403562
C15265	0.329745538
C18399	0.330568274
C15561	0.33124872
C07250	0.33232719
C06670	0.332983231
C06537	0.333114178
C08403	0.333278834
C15294	0.333407016
C19547	0.333962762
C05571	0.334138471
C19121	0.334303597
C03299	0.334411213
C17965	0.334528816
C07841	0.33459058
C11846	0.335085692
C17941	0.335270341
C03840	0.335647178
C15021	0.336989444
C19093	0.337693646
C15465	0.337761499
C19225	0.338463728
C19481	0.338636301
C01433	0.338974454
C06466	0.339131919
C01061	0.340079811
C02837	0.34011364
C13311	0.340539522
C20305	0.340933487
C15163	0.341385443
C16876	0.341639164
C06596	0.342191892
C14147	0.343234453
C18014	0.343589511
C08031	0.343746856
C20389	0.344056427
C09981	0.344251332
C01990	0.34487972
C11403	0.345528131
C07073	0.345582444
C07708	0.346583589
C14211	0.347196805
C13915	0.347884731
C12538	0.347972979
C18433	0.348231701
C06324	0.348241791
C00418	0.348406117
C10977	0.348921428
C06432	0.349600575
C15571	0.350301728
C00141	0.351496558
C20267	0.351899626
C16995	0.353208996
C19096	0.353436814
C13910	0.353774039
C14593	0.353987975
C19563	0.35451929
C20263	0.35505255
C17158	0.355355563
C10286	0.355893215
C19581	0.356185617
C14469	0.35621456
C15987	0.356389521
C03894	0.356421209
C14623	0.356492892
C05717	0.356838362
C13742	0.357565304
C13968	0.357735763
C08722	0.357820373
C13672	0.35792602
C02614	0.358330572
C07195	0.358725483
C03651	0.359103845
C20555	0.359792888
C18928	0.36019469
C17234	0.360611586
C19724	0.361084866
C02753	0.361121656
C14148	0.361156374
C13299	0.36137554
C14044	0.362402497
C00590	0.362734781
C20582	0.362956974
C00147	0.362971356
C01075	0.363305746
C03241	0.3634146
C17239	0.363496277
C02527	0.363604292
C15224	0.363973858
C20487	0.363983658
C07321	0.365966744
C01143	0.367106253
C16209	0.367216459
C14652	0.367775638
