mz	time	Subject1TP0	Subject1TP1	Subject1TP2	Subject1TP3	Subject2TP0	Subject2TP1	Subject2TP2	Subject2TP3	Subject3TP0	Subject3TP1	Subject3TP2	Subject3TP3	Subject4TP0	Subject4TP1	Subject4TP2	Subject4TP3	Subject5TP0	Subject5TP1	Subject5TP2	Subject5TP3	Subject6TP0	Subject6TP1	Subject6TP2	Subject6TP3	Subject7TP0	Subject7TP1	Subject7TP2	Subject7TP3	Subject8TP0	Subject8TP1	Subject8TP2	Subject8TP3	Subject9TP0	Subject9TP1	Subject9TP2	Subject9TP3	Subject10TP0	Subject10TP1	Subject10TP2	Subject10TP3	Subject11TP0	Subject11TP1	Subject11TP2	Subject11TP3	Subject12TP0	Subject12TP1	Subject12TP2	Subject12TP3	Subject13TP0	Subject13TP1	Subject13TP2	Subject13TP3	Subject14TP0	Subject14TP1	Subject14TP2	Subject14TP3	Subject15TP0	Subject15TP1	Subject15TP2	Subject15TP3	Subject16TP0	Subject16TP1	Subject16TP2	Subject16TP3	Subject17TP0	Subject17TP1	Subject17TP2	Subject17TP3	Subject18TP0	Subject18TP1	Subject18TP2	Subject18TP3
168.06545	122.54	35.14	189.69	178.55	98.84	48.08	178.67	208.22	92.18	39.6	156.48	167.53	120.57	40.66	171.07	175.87	107.02	25.22	172.92	176.35	104.56	41.91	197.16	185.16	110.44	151.22	150.85	133.89	90.89	159.97	116.35	136.94	81.54	133.05	106.46	149.35	81.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484.30826	104.71	42.22	120.22	84.71	95.28	38.08	102.6	102.37	81.23	31.29	108.37	99.33	73.61	39.17	115.12	107.4	85.14	21.42	91.04	76.94	86.8	38	101.1	105.39	76.87	53.29	97.86	91.94	86.96	62.46	70.2	103.09	63.99	68.11	91.66	83.07	74.21	0	0	6.39	0	0	0	0	0	11.28	0	0	0	0	8.34	12.96	0	0	0	0	0	0	0	0	0	0	0	13.37	0	0	0	0	0	0	11.27	0	13.77
180.06599	26.78	115.87	344.59	337.91	267.81	139.06	385.81	343.88	304.95	130.51	330.09	346.66	236.78	141.49	276.9	283.78	268.7	92.6	264.65	282.78	190.98	113.97	259.86	263.48	185.24	204.78	214.02	251.96	217.67	219.69	206.32	227.43	187.86	239.15	202.87	258.46	227.25	0	0	0	15.24	0	0	19.01	0	0	0	17.95	0	0	8.9	0	0	0	0	0	0	0	10.11	0	0	0	0	0	0	0	0	12.07	0	0	0	0	0
114.06648	66.35	0	114.27	93.07	89.36	49.5	100.98	103.78	99.91	0	82.19	95.05	51.9	0	66.58	90.85	75.55	47.13	80.6	70.11	37.21	25.41	89.44	76.33	59.45	50.56	72.02	54.85	72.23	62.48	81.33	70.56	62.42	57.7	56.17	53.71	35.54	0	0	0	0	0	0	6.62	0	0	0	0	15.5	0	0	0	11.46	0	0	0	0	0	16.6	8.41	6.91	0	12.24	0	0	0	0	0	8.23	0	0	0	0
90.05544	114.26	131.95	498.93	440.53	403.03	198.94	439.45	438.43	392.77	190.89	437.3	485.81	371.02	185.11	490.45	470.56	402.38	183.41	479.52	487.15	439.87	165.12	503.41	512.9	414.11	419.92	412.53	441.63	397.54	415.18	422.09	480.69	407.19	399.62	407.74	431.14	325.39	71.08	75.69	52.11	69.1	0	90.72	63.51	60.83	0	0	137.84	166.64	55.57	0	133.05	191.58	67.86	84.34	142.58	192.66	0	59.7	78.9	0	0	61.99	0	77.66	0	117.26	50.4	0	0	112.73	0	0
90.05544	115	77.77	317.35	94.5	87.6	110.91	327.62	84.35	77.03	92.37	367.34	85.28	85.38	95.13	318.47	66.39	100.8	86.85	362.7	109.18	144.84	81.47	339.55	124.44	112.54	340.1	355.75	98.1	125.21	301.31	364.64	95.35	148.73	302.38	389.41	104.19	157.69	0	21.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05	0	0	0
500.10379	110.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.71	206.5	249.78	204.04	73.93	177.82	227.62	211.99	88.87	184.33	257.34	213.44	64.49	131.05	225.83	247.2	82.74	142.25	202.7	185.44	63.04	181.18	438.7	318.54	62.04	188.8	452.69	275.5	48.7	162.21	171.72	108.3	66.53	171.86	181.68	93.3
165.09096	14.2	62.04	447.37	0	109.91	120.03	431.14	107.48	140.89	105.64	536.07	54.91	125.55	101.46	548.22	0	105.14	125.46	466.81	138.49	178.44	138.74	471.84	161.7	199.19	391.61	447.74	58.65	166.75	437.34	423.41	0	158.23	362.59	452.37	124.64	128.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361.20045	40.55	491.38	2034.78	446.53	431.01	757.21	1827.94	419.26	452.81	591.77	2357.04	445.43	443.37	557.61	2412.99	366.82	486.45	526.54	2102	705.37	610.44	490.8	2122.78	632.55	604.03	1759.08	2778.38	516.54	729.33	1673.66	2624.6	460.71	765.91	1599.82	2513.55	576.83	759.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
500.30344	47.94	250.76	651.87	431.6	616.74	398.03	583.2	452.86	589.91	378.89	646.72	575	521.97	386.25	616.04	494.36	485	306.43	602.8	559.9	580.66	302.15	544.02	542.39	628.49	1024.73	688.92	461.33	599.12	1001.19	683.01	445.58	564.79	1039.11	697.65	469.06	607.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.71	0	4.49	0	0	0	0	0	0	0
500.30344	48.2	60.85	458.92	65.3	66.69	107.04	444.25	93.71	72.73	110.66	445.32	67.7	86.19	126.94	433.38	62.07	77.11	124.42	374.66	133.6	72.59	114.13	349.21	118.53	0	295.45	377.86	76.46	102.96	297.8	376.41	60.57	101.85	299.69	414.05	82.04	92.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175.11883	124.2	299.24	556.64	326.23	443.02	401.6	548.49	332.21	432.99	335.38	559.66	385.2	393.69	330.58	635.93	386.92	410.52	290.03	535.81	450.27	420.87	292.72	534.45	446.43	421.37	755.47	675.77	356.73	494.76	683.72	671.49	364.09	506.35	734.89	667.63	352.68	514	59.5	88.37	58.9	73.02	60.38	95.17	35.39	53.39	0	79.01	104.14	205.32	57.22	55.82	122.87	200.09	0	86.03	149.08	194.82	0	52.61	95.23	127.61	0	0	72.48	118.97	0	91.6	33.64	0	46.66	104.95	22.67	0
500.30408	161.08	1451.89	4017.94	1952.25	2877.45	2102.61	3782.27	1974.34	2864.03	2243.87	4089.11	2450.82	2663.1	2073.1	4122.95	2380.27	2716.39	2061.29	3687.17	2879.91	2798.51	1933.73	3757.18	2763.24	2766.12	4951.27	4704.14	2284.69	3325.54	4653.59	4817.96	2297.69	3210.46	4912.1	4509.68	2302.65	3314.03	29.64	0	0	0	18.64	28.12	26.87	0	0	0	0	0	15.24	0	0	0	0	50.25	62.25	0	15.28	0	0	0	0	0	0	0	0	0	0	13.1	15.51	0	0	0
500.30408	162	87.44	144.52	108.95	108.98	116.82	137.34	115.43	89.47	73.66	145.85	136.36	74.08	84.66	160.46	112.28	106.11	77.1	169.42	153.94	96.39	78.47	121.84	133.88	109.62	195.62	178.35	92.13	109.28	197.19	190.65	91.94	111.16	171.95	167.34	97.88	112.36	0	0	0	50.85	0	0	0	0	0	0	0	0	0	0	0	0	38.75	0	0	0	0	0	0	0	20.76	0	64.48	90.69	0	0	32.9	0	0	0	0	0
193.03409	126.72	49.56	113.38	82.82	80.13	61.05	86.14	51.02	89.09	54.61	107.37	87.19	68.32	61.8	83.3	78.78	63.08	61.89	97.25	80	70.1	55.66	115.48	80.27	86.67	126.9	124.81	55.58	88.14	123.7	116.78	48.57	70.07	132.87	131.38	66.31	96.66	0	0	0	0	19.44	0	0	0	0	0	20.11	34.38	0	0	25.26	34.64	0	0	0	0	0	0	9.95	0	0	0	0	0	0	4.44	0	0	0	0	0	11.64
193.03409	128	72.85	186.27	77.27	173.76	92.71	167.57	0	147.72	114.03	189.27	83.57	139.94	124.96	203.18	121.74	126.5	109.54	221.59	105.27	159.17	88.36	226.1	103.52	172.23	129.02	188.93	119.75	155.2	140.25	208.81	128.15	140.05	132.92	220.73	107.58	97.95	467.93	123.29	150.69	58.04	531.35	121.87	191.72	0	738.16	257.2	195.43	53.04	670.01	195.4	214.3	54.11	662.86	240.16	224.25	55.11	665.37	176.16	226.01	52.44	639.06	162.43	233.44	72.24	536.7	151.97	180.14	38.31	543.37	145.56	191.6	35.36
138.05494	122.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.17	90.03	57.13	0	129.71	105.06	66.73	22.14	106.93	106.16	59.98	25.08	70.91	104.22	0	0	68.4	81.52	0	0	105.81	152.23	101.83	0	97.08	170.75	114.9	0	98.25	71.63	0	0	86.36	67.4	0
195.0875	1.39	10.79	0	90.99	53.52	16.59	52.33	98.39	44.38	25.78	33.04	130.89	41.09	28.9	26.41	109.53	47.61	0	34.08	136.81	47.93	18.07	36.95	117.86	66.74	23.92	43.97	114.19	39.81	14.16	39.95	89.88	43.85	10.86	54.98	110.28	38.59	33.1	29.48	43.76	71.43	48.78	0	47.99	82.91	17.7	30.13	41.19	80.21	25.84	46.13	37.41	78.78	20	31.89	34.9	66.19	16.14	36.58	44.93	93.48	18.79	45.66	45.16	95.99	21.87	37.92	42.65	53.05	18.73	35.71	46.01	58.99
153.03966	124.19	136.4	1209.52	154.02	146.6	207.52	1093.19	198.47	265.2	249.8	1127.09	291.5	198.69	249.74	1130	245.45	227.01	203.35	1052.06	414.05	285.4	192.47	932.95	406.85	288.97	631.89	1091.85	239.84	306.62	636.98	1078.01	215.38	292.86	618.56	1098.34	250.75	298.73	0	0	2.38	0	0	0	0	0	0	8.03	0	15.2	0	0	0	0	0	0	0	8.64	0	0	0	0	0	0	0	0	8.14	0	0	0	0	0	6.27	0
258.10967	134	116.12	421.5	137.51	110.63	177.63	364.99	114.46	107.99	146.61	397.94	132.34	101.92	126.42	427.97	114.19	96.66	95.38	355.37	181.25	121.06	76.9	380.83	166.09	128.79	310.12	360.72	127.41	164.34	324.19	426.34	112.82	131.64	286.87	386.06	114.12	138.2	0	0	0	0	0	13.25	0	0	0	14.42	0	0	0	0	0	0	17.85	0	0	0	0	0	0	0	0	0	0	0	0	23.03	0	8.44	0	0	0	0
258.10979	132.6	0	0	0	0	0	0	0	0	0	0	0	0	0	14.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.89	41.96	0	0	84.62	37.19	0	0	62.82	46.21	20.56	0	63.54	47.8	25.53	0	60.26	34.92	0	0	50.98	36.82	0	0	63.24	33.03	0	0	53.67	26.84	0	0	55.87	0	0
138.05501	18.01	100.83	146.39	190.22	119.08	148.44	133.26	172.69	158.9	160.13	133.72	312.3	124.59	140.38	121.75	301.98	141.92	99.87	121.84	288.97	121.34	133.52	0	278.43	137.31	133.9	133.66	246.58	110.68	143.33	125.03	260.97	112.94	147.04	139.59	269.93	128.29	160.17	166.37	85.22	282.29	162.45	147.6	102.13	304.72	156.64	134.23	97.28	243.76	176.94	108.26	87.11	251.49	176.17	136.15	0	245.33	161.45	145.26	109.81	252.53	148.11	144.99	111.39	250.33	185.44	119.49	109.79	195.38	175.98	128.72	131.76	168.3
169.05012	4.6	685.04	1224.07	1329.91	1149.58	896.03	1176.05	1389.13	1136.63	1124.27	1047.89	2200.51	1050.84	1142.78	1003.32	2209.05	973.28	807.11	1100.71	2145.96	1044.78	776.76	1033.03	2056.61	1002.98	900.87	927.06	1925.98	838.1	858.21	934.78	1813.63	879.51	880.49	920.34	1891.07	860.04	1142.83	1100.94	758.38	2043.31	1144.67	1021.2	720.95	1905.09	1246.76	971.25	812.42	1822.06	1264.88	911.35	736.06	1939.17	1289.91	973.43	776.2	1679.69	1109.64	963.74	594.97	1588.83	1123.39	909.53	588.2	1600.95	1186.14	906.3	796.21	1467.3	1134.26	795.78	735.37	1366.96
181.0718	419.9	32.2	150.87	0	43.3	35.21	154.6	44.84	23.53	50.05	144.49	41.01	15.22	48.55	124.74	44.28	33.57	33.37	98.87	56.87	23.21	37.46	98.59	41.02	24.64	104.59	100.86	24.36	36.25	85.49	111.54	28.09	0	76.57	116.62	31.51	24.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95	0	11.18	0	22	22.32	0	0	0	0	0	0	0	0	11.68	0	0	0	0	0	0	0
239.15012	169.06	25.72	183.92	19.68	23	38.12	142.67	0	34.46	37.82	189.48	37.75	23.37	35.42	184.12	0	0	42.25	147.53	71.06	17.53	21.57	154.91	49.91	37.95	95.91	186.97	20.94	22.83	66.9	178.75	0	41.54	95.04	166.43	0	42.29	0	0	0	0	0	0	8.57	0	0	0	0	0	3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156.07674	126.3	122.01	1082.26	111.73	172.55	191.29	1025.57	105.26	199.35	192.64	1119.1	216.61	136.97	223.65	1038.6	173.48	164.61	204.64	1018.08	308.59	223.5	228.97	871.51	309.81	231.23	538.62	1148.71	180.8	267.65	497.55	1068.18	176.07	238.89	612.22	987.55	198.96	280.2	9.11	0	11.89	0	0	0	0	0	0	0	32.96	0	0	0	0	0	0	12.22	0	0	0	0	0	0	9.44	0	11.68	0	11.34	0	0	0	0	0	0	10.14
170.08106	29.99	182.02	501.46	254.22	116.56	237.15	498.87	0	157.28	187.86	551.97	211.05	125.07	188.01	499.92	216.23	144.01	125.05	442.82	241.61	184.2	113.35	462.82	260.8	211.4	412.14	496.06	210.24	134.78	406.38	483.44	230.36	144.18	428.14	480.1	183.38	144.54	0	0	69.37	0	67.22	0	0	0	0	0	0	0	32.32	60.25	0	0	0	0	0	72.51	0	0	0	76.58	0	0	0	0	0	0	22.34	0	0	64.62	0	0
297.97307	124.98	381.74	761.37	958.41	743.02	538.19	738.98	944.38	744.35	650.59	645.67	1471.35	690.58	691.1	636.74	1386.18	684.09	522.26	658.6	1277.4	705.68	493.86	646.1	1228.29	731.59	620	689.21	1101.69	579.52	569.95	635.77	1030.76	599.21	559.12	661.17	1038.28	603.34	665.78	680.41	472.14	1275.44	721.65	662.08	456.41	1210.26	776.4	616.5	481.24	1030.73	795.18	596.83	443.27	999.6	784.48	595.18	456.31	979.3	725.19	631.4	423.18	1001.06	684.42	614.98	388.39	991.94	861.92	524.86	543	852.32	885.27	520.85	524.28	844.42
181.04836	126.53	133.68	267.88	362.65	260.5	226.08	303.52	358.32	274.93	242.12	267.12	578.49	250.85	260.06	233.96	549.73	252.8	234.96	241.33	559.38	241.9	208.32	235.77	591.77	214.34	240.42	277.33	549.06	207.96	204.71	290.5	498.3	186.5	231.44	248.83	530.86	221.89	286.53	238.79	117.8	504.5	252.26	217.91	148.05	533.45	301.05	247.29	121.69	445.96	295.58	235.93	129.59	420.77	300.17	243.25	127.18	414.11	307.79	249.91	194.07	576.91	315.01	208.21	146.66	456.03	366.87	221.66	198.73	438.98	342.26	220.43	220.89	427.46
165.09094	143.32	1056.08	1952.96	2519.79	1863.18	1528.36	1784.53	2610.1	1746.35	1834.91	1596.85	4011.67	1715.8	1731.78	1601.15	3773.77	1783.68	1539.61	1778.45	4015.96	1538.5	1471.58	1765.5	4049.55	1479.05	1636.31	1830.5	3588.43	1460.03	1428.77	1966.29	3444.96	1382.09	1650.83	1764.53	3531.3	1473.32	1828.72	1630.68	983.19	3817.42	1724.36	1655.85	886.01	3757.95	1893.12	1717.22	1001.72	3296.04	1888.81	1574.24	921.44	3102.18	1969.47	1693.8	920.17	2790.06	2078.9	1682.54	1170.33	3640.94	2157.25	1540.02	1076.47	3479.05	2342.53	1466.16	1249.29	3058.75	2349.26	1487.13	1376.33	2968.95
169.0971	103.12	187.25	317.48	323.92	268.26	229.75	335.01	372.1	253.22	335.56	266.48	620.18	240.24	304.03	223.98	620.8	272.84	202.94	272.61	604.34	249.93	218.96	309.79	600.69	262.34	308.44	307.04	523.22	191.56	269.23	301.88	487.08	187.42	280.04	265.42	458.95	186.58	321.37	262.39	169.15	603.96	310.92	290.75	152.46	549.31	349.42	226.95	135.87	578.03	364.41	224.69	194.9	565.89	340.88	299.1	180.46	543.43	323.14	257.86	0	533.89	326.5	232.94	0	528.29	411.38	236.14	198.6	438.15	363.66	223.04	215.25	413.98
163.08649	76.63	151.87	351.18	245.66	89.91	236.8	361.73	239.46	96.64	132.18	334.46	207.43	106.59	136.42	286.02	185.43	0	104.86	268.89	237.57	0	0	257.4	265.99	167.62	717.67	365.52	186.95	144.03	714.68	142.32	205.09	131.7	652.24	292.84	258.16	111.55	0	0	0	0	0	54.28	0	0	0	0	0	0	0	0	0	0	32.15	0	0	0	0	0	0	0	0	100.92	0	0	0	0	0	0	0	0	0	0
444.1638	39.68	709.5	1404.46	2349.25	1547.53	978.33	1422.48	2236.85	1629.92	1356.3	1257.72	3985.17	1825.11	1313.55	1256.04	3967.45	1652.77	1082.73	1429.4	3973.18	1602.14	1056.67	1409.37	3991.23	1564.54	1064.97	1221.96	2829.02	1310.5	1160.22	1290.79	2944.2	1147.26	1104.34	1260.62	3156.84	1230.71	1311.72	1253.61	769	3396.13	1255.66	1235.63	626.25	3512.37	1349.23	1294.4	825.36	3128.13	1441.27	1242.3	747.11	3153.41	1444.11	1265.32	704.9	3093.66	1274.32	1216.56	771.41	2971.11	1462.65	1138.69	738.67	2981.53	1693.12	1055.27	933.32	2420.12	1576.3	1052.16	952.09	2548.16
181.07191	254.02	100.41	206.18	375.33	259.9	136.52	208.52	345.63	255.81	192.75	175.89	614.31	310.76	197.02	180.11	667.5	277.75	187.59	218.93	578.75	262.48	176.95	217.48	601.63	252.71	171.66	228.04	451.4	246.26	197.52	209.47	443.99	190.36	185.67	209.14	431.33	189.86	211.17	215.86	96.5	547.71	205.02	222.57	99.83	547.26	217.72	209.2	134.93	512.65	252.49	206.38	122.88	491.33	228.91	217.51	107.83	470.73	195.85	250.75	151.28	459.62	221.32	191.32	113.47	488.14	248.89	143.43	169.29	324.41	259.61	153.74	155.76	391.44
353.13496	72.06	437.45	935.42	568.39	729.94	544.73	824.08	594.03	815.94	519.22	768.15	625.03	803.03	481.55	810.27	592.49	732.46	491.02	839.61	669.86	723.01	427.74	801.47	690.58	739.94	559.69	832.89	679.82	690.64	593.88	881.48	623.9	696.33	594.84	871.86	721.34	696.14	324.38	487.95	547.9	489.29	335.44	515.62	642.59	467.51	395.71	576.28	640.13	438.97	374.25	511.78	688.27	522.39	358.57	525.39	666.19	494.96	332.06	496.92	673.94	493.99	324.31	512.47	694.48	476.51	378.72	525.03	575.63	456.66	371.91	489.05	540.63	435.57
265.11181	92.32	81.5	178.35	216.39	168.99	127.92	176.67	175.79	167.62	161.36	183	382.59	137	158.67	153.71	337	130.25	137.04	187.17	281.57	122.2	126.77	145.17	276.44	145.96	155.03	163.5	253.05	121.98	130.38	146.63	264.36	108.12	118.23	146.02	228.32	105.82	184.86	184.73	104.47	290.93	170.52	188.46	97.81	308.51	182.77	149.74	119.51	271.59	172.07	126.92	101.52	285.22	176.27	146.76	97.61	249.07	172.45	149.1	81.51	262.91	155.94	160.83	78.38	233.58	196.05	143.17	123.35	239.79	194.61	137.65	121.28	240.33
150.05833	111.37	643.44	1173.37	1622.81	1239.52	897.6	1111.95	1634.62	1201.82	1075.16	970.16	2496.34	1205.72	1059.87	939.64	2489.15	1194.96	871.65	1075.59	2379.21	1241.55	828.91	978.38	2298.34	1153.43	1117.18	1298.03	2021.48	1047.66	1145.52	1287.36	1961.35	979.85	1199.9	1336.56	2060.73	1030.52	989.91	1052.24	640.39	2357.12	1079.9	1085.23	579.85	2241.79	1457.38	1208.24	606.78	1926.53	1361.66	1240.67	648.77	2013	1402.36	1139.27	579.01	1981.76	1394.22	1176.22	752.59	2301.54	1367.89	1183.03	772.51	2193.55	1754.44	959.74	907.1	1826.81	1641.73	957.4	953.79	1888.24
140.99449	17.34	1038.12	1594.93	4341.5	1160.77	1582.85	1592.61	4349.14	1179.8	1303.6	1399	5120.41	1018.51	1232.66	1346.32	4854.47	1025.97	863.07	1578.97	5525.93	1223.09	947.6	1527.55	5208.75	0	5488.7	1678.83	4481.77	1094.42	5320.47	0	4254.16	1152.32	5448.14	1645.82	4242.03	1104.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195.08766	374.82	182.73	277.46	704.36	198.1	287.03	283.61	737.28	194.86	208.3	226.23	791.84	176.05	227.51	233.12	793.88	147.97	144.19	275.11	877.91	197	166.51	274.94	951.32	210.64	975.99	312.02	716.92	203.84	913.53	237.99	738.07	189.27	863.8	282.14	718.68	176.47	0	0	0	0	0	0	0	0	0	0	0	0	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300.28962	83.83	364.86	1015.31	1022.65	825.18	589.18	944.83	1115.09	784.13	856.51	773.97	2193.22	993.02	854.69	830.02	1939.08	844.39	590.15	843.65	2205.11	881.12	638.88	867.82	2148.21	784.5	645.2	679.86	1627.86	642.47	742.85	717.34	1698.66	533.37	622.85	760.69	1579.07	645.85	824.47	770.16	388.34	1907.93	804.99	731	361.41	1903.96	946.95	672.46	444.25	1826.89	872.83	755.74	421.7	1779.68	908.67	796.14	436.79	1799.79	893.19	565.77	357.31	1478.46	853.52	578.67	316.05	1571.92	841.9	515.43	531.8	1184.39	906.14	560.31	487.61	1289.32
122.02708	124.25	73.64	157.85	184.01	110.29	90.39	171.15	196.92	138.94	160.07	143.73	333.39	170.02	126.36	133.66	331.31	141.89	115.2	174.25	350.68	165.69	126.22	154.61	361.57	156.15	109.63	126.21	272.28	107.51	137.34	136.95	279.99	72.83	107.65	156.23	262.1	99.94	134.88	139.74	63.61	316.23	162.04	126.76	72.01	345.64	163.39	143.27	66.65	294.15	204	138.91	97.09	274.75	159.9	125.85	79.25	293.7	153.65	120.78	67.63	244.17	118.95	120.59	77.99	294.6	190.52	103.3	85.29	211.03	151.3	122.05	99.97	207.46
130.04993	122.35	1255.64	2428.17	3852.93	2559.25	1772.76	2347.45	3761.54	2671.16	2304.36	1965.29	6445.18	2829.17	2407.31	2195.19	6178.53	3016.4	1839.54	2248.73	6716.22	2568.86	1924.72	2317.05	6558.46	2587.08	2274.48	2632.79	5532.02	2344.12	2151.36	2672.35	5822.61	2271.3	2225.56	2692.56	5907.41	2260.67	2269.06	2062.89	1009.16	5765.97	2404.68	1951.89	972.22	5789.36	2760.12	2240.9	1048.75	5173.54	2847.36	2268.3	868.63	4882.08	2746.19	2411.11	1014.88	5023.38	2976.93	2078.96	1385.67	5864.29	2980.71	2047.19	1376.67	6061.49	3409.45	1743.92	1742.47	4545.23	3400.37	1719.82	1839.4	4560.56
130.04993	123	137.6	627.87	366.81	128.79	212.88	545.67	359.23	142.52	190.12	638.03	365.86	180.92	160.52	607.89	375.73	186.19	183.7	614.09	666.17	390.71	153.34	633.66	642.17	382.04	962.8	1216.02	418.2	362.14	921.91	1226.22	380.09	344.79	929.29	1197.36	383.94	336.78	0	0	0	0	0	0	0	0	6.9	0	7.54	0	0	23.13	0	0	0	0	0	0	0	0	0	0	0	0	9.98	19.42	0	0	0	0	16.59	0	0	0
153.05497	31.21	269.88	457.45	761.77	470.9	431.97	453.78	697.5	485.15	457.91	360.65	1098.49	552.08	428.69	356.89	1037.07	551.11	384.04	489.42	1169.55	490.97	361.15	445.4	1214.79	482.02	542.5	477.37	1058.24	458.48	551.13	495.46	1055.54	425.39	496.23	460.78	1016	416.92	405.52	350.84	164.91	1048.84	399.49	392.5	168.65	1038.12	552.06	465.66	195.82	959.25	522	421.42	241.88	932.15	464.96	439.46	178.31	1001.16	559.67	392.09	333.44	1221.58	534.57	351.85	311.29	1181.21	618.54	323.64	335.06	853.91	585.79	354.68	350.93	771.46
389.37781	89.92	50.65	101.07	155.1	121.75	105.33	98.4	158.67	112.71	112.62	96.44	276.3	126.36	92.99	96.63	231.75	118.67	86.13	103.52	278.18	152.02	83.72	86.72	274.9	120.81	118.38	97	238.57	98.85	121.9	116.83	215.07	112.74	114.92	136.12	238.47	85.46	109.65	88.63	60.93	217.42	89.16	110.6	42.85	244.26	129.39	108.02	42.77	220.24	129.53	103.34	45.4	214.73	126.11	101.5	42.67	210.42	115.75	98.77	53.9	252.73	149.3	64.44	62.34	243.57	135.96	79.62	70.12	173.61	145.61	99.27	57.64	211.95
123.05525	167.77	41.16	113.01	66.19	27.89	34.99	108.14	63.45	0	39.17	116.62	76.15	0	32.51	113.96	69.98	29.97	41.29	109.67	130.45	66.82	31.62	118.83	123.57	83.59	163.87	223.95	68.82	51.89	162.34	199.86	68.03	67.06	150.14	218.12	84	56.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56	0
123.05525	168.2	118.31	164.93	261.95	148.57	148.28	159.29	268.07	147.96	194.29	142.19	420.04	176.47	189.47	155.19	407.49	152.24	132.21	136.86	488.51	163.79	177.8	158.47	425.7	142.97	168.69	205.16	369.59	111.73	141.04	181.54	364.52	142.53	154.43	192.87	412.55	125.9	142.44	129.14	59.55	343.13	152.93	119.07	59.99	334.69	176.12	152.4	57.44	320.53	199.8	141.05	59.09	331.98	198.67	150.03	50.64	343.83	187.23	131.37	96.89	312.38	168.67	118.58	75.18	336.35	193.15	99.72	105.22	227.06	143.13	120.42	112.46	262.32
170.08113	156.24	0	0	77.21	54.15	0	0	78.78	61.04	0	0	97.18	61.95	0	0	81.57	57.03	0	0	113.96	67.35	0	17.88	108.09	72.42	0	0	83.32	58.49	17.64	22.42	87.52	59.72	0	0	88.33	65.13	0	0	0	38.12	0	0	22.51	37.64	0	13.59	16.32	33.63	0	0	0	47.09	0	0	28.82	44.83	0	0	34.7	42.74	0	0	0	56.73	0	15.23	21	21.46	0	0	10.18	29.2
180.0655	135.02	0	41.78	358.67	174.43	0	46.71	378.28	182.96	0	37.29	552.55	202.69	11.54	55.76	509.41	183.32	0	49.04	626.69	152.72	0	42.3	592.33	182.1	0	55.66	495.17	170.35	0	48.02	482.69	154.32	0	39.49	497.98	157.27	0	43.67	98.34	135.86	0	41.5	110.74	122.32	0	25.25	138.44	135.71	12.06	54	111.19	155.03	17.2	40.89	109.97	113.8	0	17.01	212.3	83.24	4.33	41.75	218.65	227.8	5.16	42.42	186.33	85.18	0	39.34	174.73	59.92
175.02392	98.67	201.34	505.2	616.58	424.12	345.19	553.26	694.84	467.97	495.47	403.37	1275.96	484.81	528.35	421.05	1169.97	476.34	402.31	453.16	1245.16	443.78	389.53	479.57	1264.32	456.04	450.93	550.04	1125.5	399.5	415.82	497.34	1070.56	423.9	402.65	539.45	1168.08	368.29	497.89	397.57	219.3	1191.97	514.76	428.16	191.26	1211.71	560.25	468.51	224.7	1116.15	560.03	488.99	210.3	1154.49	520.59	494.69	215.82	1053.06	659.06	419.34	254.48	1134.71	618.02	410.96	236.02	1079.71	702.36	408.03	381.97	906.8	685.82	378.09	388.47	918.49
